Passport,Destination,Requirement
BLZ,SWE,visa required
BLZ,CHE,visa required
BLZ,SYR,visa required
BLZ,TWN,-1
BLZ,TJK,e-visa
BLZ,TZA,-1
BLZ,THA,visa required
BLZ,TLS,visa on arrival (30)
BLZ,TGO,visa on arrival (15)
BLZ,TON,visa required
BLZ,TTO,visa free
BLZ,TUN,visa required
BLZ,TKM,visa required
BLZ,TUV,visa on arrival (30)
BLZ,TUR,-1
BLZ,UGA,-1
BLZ,UKR,visa required
BLZ,ARE,visa required
BLZ,GBR,-1
BLZ,USA,visa required
BLZ,URY,-1
BLZ,UZB,-1
BLZ,VUT,-1
BLZ,VAT,visa required
BLZ,VEN,-1
BLZ,VNM,e-visa (90)
BLZ,YEM,visa required
BLZ,ZMB,-1
BLZ,ZWE,-1
BLZ,AFG,visa required
BLZ,DMA,-1
BLZ,HTI,-1
BLZ,SYC,-1
BEN,ALB,e-visa
BEN,DZA,visa required
BEN,AND,visa required
BEN,AGO,visa required
BEN,ATG,e-visa
BEN,ARG,visa required
BEN,ARM,visa required
BEN,AUS,e-visa
BEN,AUT,visa required
BEN,AZE,visa required
BEN,BHS,e-visa
BEN,BHR,e-visa
BEN,BGD,visa on arrival (30)
BEN,BRB,-1
BEN,BLR,visa required
BEN,BEL,visa required
BEN,BLZ,visa required
BEN,BEN,-1
BEN,BTN,e-visa
BEN,BOL,visa on arrival (90)
BEN,BIH,visa required
BEN,BWA,e-visa
BEN,BRA,visa required
BEN,BRN,visa required
BEN,BGR,visa required
BEN,BFA,visa free
BEN,BDI,visa on arrival (30)
BEN,KHM,visa on arrival (30)
BEN,CMR,e-visa
BEN,CAN,visa required
BEN,CPV,visa free
BEN,CAF,-1
BEN,TCD,visa on arrival
BEN,CHL,visa required
BEN,CHN,visa required
BEN,COL,e-visa
BEN,COM,visa on arrival (45)
BEN,COG,visa on arrival
BEN,COD,e-visa (90)
BEN,CRI,visa required
BEN,CIV,-1
BEN,HRV,visa required
BEN,CUB,visa required (90)
BEN,CYP,visa required
BEN,CZE,visa required
BEN,DNK,visa required
BEN,DJI,visa on arrival (90)
BEN,DOM,visa required
BEN,ECU,-1
BEN,EGY,visa required
BEN,SLV,e-visa
BEN,GNQ,e-visa
BEN,ERI,visa required
BEN,EST,visa required
BEN,SWZ,visa required
BEN,ETH,visa on arrival (90)
BEN,FJI,visa required
BEN,FIN,visa required
BEN,FRA,visa required
BEN,GAB,e-visa (90)
BEN,GMB,visa free
BEN,GEO,e-visa
BEN,DEU,visa required
BEN,GHA,-1
BEN,GRC,visa required
BEN,GRD,visa required
BEN,GTM,visa required
BEN,GIN,visa free
BEN,GNB,visa free
BEN,GUY,visa required
BEN,HND,visa required
BEN,HKG,-1
BEN,HUN,visa required
BEN,ISL,visa required
BEN,IND,e-visa (30)
BEN,IDN,e-visa
BEN,IRN,visa on arrival (30)
BEN,IRQ,visa required
BEN,IRL,visa required
BEN,ISR,visa required
BEN,ITA,visa required
BEN,JAM,visa required
BEN,JPN,visa required
BEN,JOR,visa required
BEN,KAZ,e-visa
BEN,KEN,e-visa (90)
BEN,KIR,visa required
BEN,XKX,visa required
BEN,KWT,visa required
BEN,KGZ,e-visa
BEN,LAO,visa on arrival (30)
BEN,LVA,visa required
BEN,LBN,visa required
BEN,LSO,e-visa (14)
BEN,LBR,visa free
BEN,LBY,e-visa
BEN,LIE,visa required
BEN,LTU,visa required
BEN,LUX,visa required
BEN,MAC,visa on arrival (30)
BEN,MDG,visa on arrival (90)
BEN,MWI,visa on arrival (30)
BEN,MYS,-1
BEN,MDV,visa on arrival (30)
BEN,MLI,visa free
BEN,MLT,visa required
BEN,MHL,visa required
BEN,MRT,visa on arrival
BEN,MUS,-1
BEN,MEX,visa required
BEN,MDA,e-visa
BEN,MCO,visa required
BEN,MNG,e-visa
BEN,MNE,visa required
BEN,MAR,visa required
BEN,MOZ,visa on arrival (30)
BEN,MMR,visa required
BEN,NAM,visa on arrival (90)
BEN,NRU,visa required
BEN,NPL,visa on arrival (150)
BEN,NLD,visa required
BEN,NZL,visa required
BEN,NIC,visa on arrival (30)
BEN,NER,visa free
BEN,NGA,visa free
BEN,PRK,visa required
BEN,MKD,visa required
BEN,NOR,visa required
BEN,OMN,e-visa
BEN,PAK,e-visa
BEN,PLW,visa on arrival (30)
BEN,PSE,visa required
BEN,PAN,visa required
BEN,PNG,e-visa
BEN,PRY,visa required
BEN,PER,visa required
BEN,PHL,-1
BEN,POL,visa required
BEN,PRT,visa required
BEN,QAT,visa required
BEN,ROU,visa required
BEN,RUS,visa required
BEN,RWA,-1
BEN,KNA,e-visa
BEN,LCA,visa on arrival (42)
BEN,WSM,visa on arrival (90)
BEN,SMR,visa required
BEN,STP,e-visa
BEN,SAU,visa required
BEN,SEN,-1
BEN,SRB,visa required
BEN,SLE,visa free
BEN,SGP,-1
BEN,SVK,visa required
BEN,SVN,visa required
BEN,SLB,visa required
BEN,SOM,visa required
BEN,ZAF,-1
BEN,KOR,e-visa
BEN,SSD,e-visa
BEN,ESP,visa required
BEN,LKA,e-visa (30)
BEN,VCT,-1
BEN,SDN,visa required
BEN,SUR,visa required (90)
BEN,SWE,visa required
BEN,CHE,visa required
BEN,SYR,visa required
BEN,TWN,visa required
BEN,TJK,e-visa
BEN,TZA,visa on arrival
BEN,THA,visa required
BEN,TLS,visa on arrival (30)
BEN,TGO,visa free
BEN,TON,visa required
BEN,TTO,visa required
BEN,TUN,-1
BEN,TKM,visa required
BEN,TUV,visa on arrival (30)
BEN,TUR,visa required
BEN,UGA,e-visa
BEN,UKR,visa required
BEN,ARE,visa required
BEN,GBR,visa required
BEN,USA,visa required
BEN,URY,visa required
BEN,UZB,e-visa
BEN,VUT,visa required
BEN,VAT,visa required
BEN,VEN,visa required
BEN,VNM,e-visa (90)
BEN,YEM,visa required
BEN,ZMB,e-visa
BEN,ZWE,e-visa
BEN,AFG,visa required
BEN,DMA,-1
BEN,HTI,-1
BEN,SYC,-1
BTN,ALB,e-visa
BTN,DZA,visa required
BTN,AND,visa required
BTN,AGO,visa required
BTN,ATG,e-visa
BTN,ARG,visa required
BTN,ARM,e-visa (120)
BTN,AUS,e-visa
BTN,AUT,visa required
BTN,AZE,visa required
BTN,BHS,e-visa
BTN,BHR,e-visa
BTN,BGD,-1
BTN,BRB,-1
BTN,BLR,visa required
BTN,BEL,visa required
BTN,BLZ,visa required
BTN,BEN,e-visa
BTN,BTN,-1
BTN,BOL,visa on arrival (90)
BTN,BIH,visa required
BTN,BWA,e-visa
BTN,BRA,visa required
BTN,BRN,visa required
BTN,BGR,visa required
BTN,BFA,e-visa
BTN,BDI,visa on arrival (30)
BTN,KHM,visa on arrival (30)
BTN,CMR,e-visa
BTN,CAN,visa required
BTN,CPV,visa on arrival
BTN,CAF,visa required
BTN,TCD,visa required
BTN,CHL,visa required
BTN,CHN,visa required
BTN,COL,-1
BTN,COM,visa on arrival (45)
BTN,COG,visa required
BTN,COD,e-visa (90)
BTN,CRI,visa required
BTN,CIV,e-visa (90)
BTN,HRV,visa required
BTN,CUB,visa required (90)
BTN,CYP,visa required
BTN,CZE,visa required
BTN,DNK,visa required
BTN,DJI,visa on arrival (90)
BTN,DOM,visa required
BTN,ECU,-1
BTN,EGY,visa on arrival (30)
BTN,SLV,e-visa
BTN,GNQ,e-visa
BTN,ERI,visa required
BTN,EST,visa required
BTN,SWZ,visa required
BTN,ETH,e-visa (90)
BTN,FJI,visa required
BTN,FIN,visa required
BTN,FRA,visa required
BTN,GAB,e-visa (90)
BTN,GMB,-1
BTN,GEO,e-visa
BTN,DEU,visa required
BTN,GHA,visa required
BTN,GRC,visa required
BTN,GRD,visa required
BTN,GTM,visa required
BTN,GIN,e-visa (90)
BTN,GNB,visa on arrival (90)
BTN,GUY,visa required
BTN,HND,visa required
BTN,HKG,-1
BTN,HUN,visa required
BTN,ISL,visa required
BTN,IND,visa free
BTN,IDN,e-visa
BTN,IRN,visa on arrival (30)
BTN,IRQ,visa required
BTN,IRL,visa required
BTN,ISR,visa required
BTN,ITA,visa required
BTN,JAM,visa required
BTN,JPN,visa required
BTN,JOR,visa on arrival
BTN,KAZ,e-visa
BTN,KEN,e-visa (90)
BTN,KIR,visa required
BTN,XKX,visa required
BTN,KWT,visa on arrival (90)
BTN,KGZ,e-visa
BTN,LAO,visa on arrival (30)
BTN,LVA,visa required
BTN,LBN,visa on arrival (30)
BTN,LSO,e-visa (14)
BTN,LBR,visa required
BTN,LBY,e-visa
BTN,LIE,visa required
BTN,LTU,visa required
BTN,LUX,visa required
BTN,MAC,visa on arrival (30)
BTN,MDG,visa on arrival (90)
BTN,MWI,visa on arrival (30)
BTN,MYS,visa required
BTN,MDV,visa on arrival (30)
BTN,MLI,visa required
BTN,MLT,visa required
BTN,MHL,visa required
BTN,MRT,visa on arrival
BTN,MUS,visa on arrival (60)
BTN,MEX,visa required
BTN,MDA,e-visa
BTN,MCO,visa required
BTN,MNG,e-visa
BTN,MNE,visa required
BTN,MAR,visa required
BTN,MOZ,visa on arrival (30)
BTN,MMR,e-visa
BTN,NAM,visa required
BTN,NRU,visa required
BTN,NPL,visa on arrival (150)
BTN,NLD,visa required
BTN,NZL,visa required
BTN,NIC,visa on arrival (30)
BTN,NER,visa required
BTN,NGA,e-visa
BTN,PRK,visa required
BTN,MKD,visa required
BTN,NOR,visa required
BTN,OMN,e-visa
BTN,PAK,e-visa
BTN,PLW,visa on arrival (30)
BTN,PSE,visa free
BTN,PAN,-1
BTN,PNG,e-visa
BTN,PRY,visa required
BTN,PER,visa required
BTN,PHL,-1
BTN,POL,visa required
BTN,PRT,visa required
BTN,QAT,visa required
BTN,ROU,visa required
BTN,RUS,visa required
BTN,RWA,visa on arrival (30)
BTN,KNA,e-visa
BTN,LCA,visa on arrival (42)
BTN,WSM,visa on arrival (90)
BTN,SMR,visa required
BTN,STP,e-visa
BTN,SAU,visa required
BTN,SEN,visa required
BTN,SRB,visa required
BTN,SLE,e-visa
BTN,SGP,-1
BTN,SVK,visa required
BTN,SVN,visa required
BTN,SLB,visa required
BTN,SOM,visa required
BTN,ZAF,visa required
BTN,KOR,e-visa
BTN,SSD,e-visa
BTN,ESP,visa required
BTN,LKA,e-visa (30)
BTN,VCT,-1
BTN,SDN,visa required
BTN,SUR,visa required (90)
BTN,SWE,visa required
BTN,CHE,visa required
BTN,SYR,visa required
BTN,TWN,visa required
BTN,TJK,e-visa
BTN,TZA,visa on arrival
BTN,THA,visa on arrival (30)
BTN,TLS,visa on arrival (30)
BTN,TGO,visa on arrival (15)
BTN,TON,visa required
BTN,TTO,visa required
BTN,TUN,visa required
BTN,TKM,visa required
BTN,TUV,visa on arrival (30)
BTN,TUR,visa required
BTN,UGA,e-visa
BTN,UKR,visa required
BTN,ARE,visa required
BTN,GBR,visa required
BTN,USA,visa required
BTN,URY,visa required
BTN,UZB,e-visa
BTN,VUT,visa required
BTN,VAT,visa required
BTN,VEN,visa required
BTN,VNM,e-visa (90)
BTN,YEM,visa required
BTN,ZMB,visa on arrival (90)
BTN,ZWE,visa on arrival (90)
BTN,AFG,visa required
BTN,DMA,-1
BTN,HTI,-1
BTN,SYC,-1
BOL,ALB,e-visa
BOL,DZA,visa required
BOL,AND,visa required
BOL,AGO,visa required
BOL,ATG,-1
BOL,ARG,-1
BOL,ARM,e-visa (120)
BOL,AUS,e-visa
BOL,AUT,visa required
BOL,AZE,e-visa (30)
BOL,BHS,-1
BOL,BHR,visa on arrival (30)
BOL,BGD,visa on arrival (30)
BOL,BRB,-1
BOL,BLR,visa required
BOL,BEL,visa required
BOL,BLZ,-1
BOL,BEN,e-visa
BOL,BTN,e-visa
BOL,BOL,-1
BOL,BIH,visa required
BOL,BWA,e-visa
BOL,BRA,-1
BOL,BRN,visa required
BOL,BGR,visa required
BOL,BFA,e-visa
BOL,BDI,visa on arrival (30)
BOL,KHM,visa on arrival (30)
BOL,CMR,e-visa
BOL,CAN,visa required
BOL,CPV,visa on arrival
BOL,CAF,visa required
BOL,TCD,visa required
BOL,CHL,-1
BOL,CHN,visa required
BOL,COL,-1
BOL,COM,visa on arrival (45)
BOL,COG,visa required
BOL,COD,e-visa (90)
BOL,CRI,-1
BOL,CIV,e-visa (90)
BOL,HRV,visa required
BOL,CUB,visa required (90)
BOL,CYP,visa required
BOL,CZE,visa required
BOL,DNK,visa required
BOL,DJI,visa on arrival (90)
BOL,DOM,visa free
BOL,ECU,-1
BOL,EGY,visa on arrival (30)
BOL,SLV,e-visa
BOL,GNQ,e-visa
BOL,ERI,visa required
BOL,EST,visa required
BOL,SWZ,visa required
BOL,ETH,e-visa (90)
BOL,FJI,visa required
BOL,FIN,visa required
BOL,FRA,visa required
BOL,GAB,e-visa (90)
BOL,GMB,-1
BOL,GEO,e-visa
BOL,DEU,visa required
BOL,GHA,visa required
BOL,GRC,visa required
BOL,GRD,visa required
BOL,GTM,visa required
BOL,GIN,e-visa (90)
BOL,GNB,visa on arrival (90)
BOL,GUY,visa required
BOL,HND,visa required
BOL,HKG,-1
BOL,HUN,visa required
BOL,ISL,visa required
BOL,IND,e-visa (30)
BOL,IDN,e-visa
BOL,IRN,visa on arrival (30)
BOL,IRQ,visa required
BOL,IRL,visa required
BOL,ISR,visa required
BOL,ITA,visa required
BOL,JAM,-1
BOL,JPN,visa required
BOL,JOR,visa on arrival
BOL,KAZ,e-visa
BOL,KEN,e-visa (90)
BOL,KIR,-1
BOL,XKX,visa required
BOL,KWT,visa required
BOL,KGZ,e-visa
BOL,LAO,visa on arrival (30)
BOL,LVA,visa required
BOL,LBN,visa required
BOL,LSO,e-visa (14)
BOL,LBR,visa required
BOL,LBY,e-visa
BOL,LIE,visa required
BOL,LTU,visa required
BOL,LUX,visa required
BOL,MAC,visa on arrival (30)
BOL,MDG,visa on arrival (90)
BOL,MWI,visa on arrival (30)
BOL,MYS,-1
BOL,MDV,visa on arrival (30)
BOL,MLI,visa required
BOL,MLT,visa required
BOL,MHL,visa required
BOL,MRT,visa on arrival
BOL,MUS,visa on arrival (60)
BOL,MEX,-1
BOL,MDA,e-visa
BOL,MCO,visa required
BOL,MNG,e-visa
BOL,MNE,visa required
BOL,MAR,visa required
BOL,MOZ,visa on arrival (30)
BOL,MMR,e-visa
BOL,NAM,visa required
BOL,NRU,visa required
BOL,NPL,visa on arrival (150)
BOL,NLD,visa required
BOL,NZL,visa required
BOL,NIC,visa on arrival (30)
BOL,NER,visa required
BOL,NGA,e-visa
BOL,PRK,visa required
BOL,MKD,visa required
BOL,NOR,visa required
BOL,OMN,visa on arrival (30)
BOL,PAK,e-visa
BOL,PLW,visa on arrival (30)
BOL,PSE,visa free
BOL,PAN,-1
BOL,PNG,e-visa
BOL,PRY,-1
BOL,PER,-1
BOL,PHL,-1
BOL,POL,visa required
BOL,PRT,visa required
BOL,QAT,visa on arrival (30)
BOL,ROU,visa required
BOL,RUS,-1
BOL,RWA,visa on arrival (30)
BOL,KNA,-1
BOL,LCA,visa on arrival (42)
BOL,WSM,visa on arrival (90)
BOL,SMR,visa required
BOL,STP,e-visa
BOL,SAU,visa required
BOL,SEN,visa required
BOL,SRB,visa required
BOL,SLE,visa on arrival (30)
BOL,SGP,-1
BOL,SVK,visa required
BOL,SVN,visa required
BOL,SLB,visa required
BOL,SOM,visa required
BOL,ZAF,-1
BOL,KOR,e-visa
BOL,SSD,e-visa
BOL,ESP,visa required
BOL,LKA,e-visa (30)
BOL,VCT,-1
BOL,SDN,visa required
BOL,SUR,visa required (90)
BOL,SWE,visa required
BOL,CHE,visa required
BOL,SYR,visa required
BOL,TWN,visa required
BOL,TJK,e-visa
BOL,TZA,visa on arrival
BOL,THA,visa required
BOL,TLS,visa on arrival (30)
BOL,TGO,visa on arrival (15)
BOL,TON,visa required
BOL,TTO,visa required
BOL,TUN,visa required
BOL,TKM,visa required
BOL,TUV,visa on arrival (30)
BOL,TUR,-1
BOL,UGA,e-visa
BOL,UKR,visa required
BOL,ARE,visa required
BOL,GBR,visa required
BOL,USA,visa required
BOL,URY,-1
BOL,UZB,e-visa (30)
BOL,VUT,visa required
BOL,VAT,visa required
BOL,VEN,-1
BOL,VNM,e-visa (90)
BOL,YEM,visa required
BOL,ZMB,visa on arrival (90)
BOL,ZWE,e-visa
BOL,AFG,visa required
BOL,DMA,-1
BOL,HTI,-1
BOL,SYC,-1
BIH,ALB,-1
BIH,DZA,visa required
BIH,AND,-1
BIH,AGO,visa required
BIH,ATG,e-visa
BIH,ARG,-1
BIH,ARM,visa on arrival (120)
BIH,AUS,e-visa
BIH,AUT,-1
BIH,AZE,e-visa (30)
BIH,BHS,e-visa
BIH,BHR,e-visa
BIH,BGD,visa on arrival (30)
BIH,BRB,visa required
BIH,BLR,-1
BIH,BEL,-1
BIH,BLZ,visa required
BIH,BEN,e-visa
BIH,BTN,e-visa
BIH,BOL,visa on arrival (90)
BIH,BIH,-1
BIH,BWA,e-visa
BIH,BRA,-1
BIH,BRN,visa required
BIH,BGR,-1
BIH,BFA,e-visa
BIH,BDI,visa on arrival (30)
BIH,KHM,visa on arrival (30)
BIH,CMR,e-visa
BIH,CAN,visa required
BIH,CPV,visa on arrival
BIH,CAF,visa required
BIH,TCD,visa required
BIH,CHL,-1
BIH,CHN,-1
BIH,COL,-1
BIH,COM,visa on arrival (45)
BIH,COG,visa required
BIH,COD,e-visa (90)
BIH,CRI,visa required
BIH,CIV,e-visa (90)
BIH,HRV,-1
BIH,CUB,-1
BIH,CYP,-1
BIH,CZE,-1
BIH,DNK,-1
BIH,DJI,visa on arrival (90)
BIH,DOM,visa free
BIH,ECU,-1
BIH,EGY,e-visa
BIH,SLV,e-visa
BIH,GNQ,e-visa
BIH,ERI,visa required
BIH,EST,-1
BIH,SWZ,-1
BIH,ETH,visa on arrival (90)
BIH,FJI,visa required
BIH,FIN,-1
BIH,FRA,-1
BIH,GAB,e-visa (90)
BIH,GMB,-1
BIH,GEO,-1
BIH,DEU,-1
BIH,GHA,visa required
BIH,GRC,-1
BIH,GRD,visa required
BIH,GTM,visa required
BIH,GIN,e-visa (90)
BIH,GNB,visa on arrival (90)
BIH,GUY,visa required
BIH,HND,visa required
BIH,HKG,-1
BIH,HUN,-1
BIH,ISL,-1
BIH,IND,e-visa (30)
BIH,IDN,visa on arrival (30)
BIH,IRN,-1
BIH,IRQ,visa required
BIH,IRL,visa required
BIH,ISR,visa required
BIH,ITA,-1
BIH,JAM,visa on arrival (30)
BIH,JPN,visa required
BIH,JOR,visa on arrival
BIH,KAZ,e-visa
BIH,KEN,e-visa (90)
BIH,KIR,visa required
BIH,XKX,visa required
BIH,KWT,visa required
BIH,KGZ,-1
BIH,LAO,visa on arrival (30)
BIH,LVA,-1
BIH,LBN,visa required
BIH,LSO,e-visa (14)
BIH,LBR,visa required
BIH,LBY,e-visa
BIH,LIE,-1
BIH,LTU,-1
BIH,LUX,-1
BIH,MAC,-1
BIH,MDG,visa on arrival (90)
BIH,MWI,visa on arrival (30)
BIH,MYS,-1
BIH,MDV,visa on arrival (30)
BIH,MLI,visa required
BIH,MLT,-1
BIH,MHL,visa required
BIH,MRT,visa on arrival
BIH,MUS,visa on arrival (60)
BIH,MEX,visa required
BIH,MDA,-1
BIH,MCO,-1
BIH,MNG,e-visa
BIH,MNE,-1
BIH,MAR,visa required
BIH,MOZ,visa on arrival (30)
BIH,MMR,e-visa
BIH,NAM,visa required
BIH,NRU,visa required
BIH,NPL,visa on arrival (150)
BIH,NLD,-1
BIH,NZL,visa required
BIH,NIC,visa required
BIH,NER,visa required
BIH,NGA,e-visa
BIH,PRK,visa required
BIH,MKD,-1
BIH,NOR,-1
BIH,OMN,e-visa
BIH,PAK,e-visa
BIH,PLW,visa on arrival (30)
BIH,PSE,visa free
BIH,PAN,-1
BIH,PNG,e-visa
BIH,PRY,visa required
BIH,PER,visa required
BIH,PHL,visa required
BIH,POL,-1
BIH,PRT,-1
BIH,QAT,visa on arrival (30)
BIH,ROU,-1
BIH,RUS,-1
BIH,RWA,visa on arrival (30)
BIH,KNA,e-visa
BIH,LCA,-1
BIH,WSM,visa on arrival (90)
BIH,SMR,-1
BIH,STP,e-visa
BIH,SAU,visa required
BIH,SEN,visa required
BIH,SRB,-1
BIH,SLE,e-visa
BIH,SGP,-1
BIH,SVK,-1
BIH,SVN,-1
BIH,SLB,visa required
BIH,SOM,visa required
BIH,ZAF,visa required
BIH,KOR,e-visa (30)
BIH,SSD,e-visa
BIH,ESP,-1
BIH,LKA,e-visa (30)
BIH,VCT,-1
BIH,SDN,visa required
BIH,SUR,visa required (90)
BIH,SWE,-1
BIH,CHE,-1
BIH,SYR,visa required
BIH,TWN,e-visa (30)
BIH,TJK,e-visa
BIH,TZA,visa on arrival
BIH,THA,e-visa
BIH,TLS,visa on arrival (30)
BIH,TGO,visa on arrival (15)
BIH,TON,visa required
BIH,TTO,-1
BIH,TUN,-1
BIH,TKM,visa required
BIH,TUV,visa on arrival (30)
BIH,TUR,-1
BIH,UGA,e-visa
BIH,UKR,-1
BIH,ARE,visa on arrival (90)
BIH,GBR,visa required
BIH,USA,visa required
BIH,URY,visa required
BIH,UZB,-1
BIH,VUT,visa required
BIH,VAT,-1
BIH,VEN,visa required
BIH,VNM,e-visa (90)
BIH,YEM,visa required
BIH,ZMB,visa on arrival (90)
BIH,ZWE,visa on arrival (90)
BIH,AFG,visa required
BIH,DMA,-1
BIH,HTI,-1
BIH,SYC,-1
BWA,ALB,e-visa
BWA,DZA,visa required
BWA,AND,visa required
BWA,AGO,-1
BWA,ATG,-1
BWA,ARG,visa required
BWA,ARM,visa required
BWA,AUS,e-visa
BWA,AUT,visa required
BWA,AZE,visa required
BWA,BHS,-1
BWA,BHR,e-visa
BWA,BGD,-1
BWA,BRB,-1
BWA,BLR,visa required
BWA,BEL,visa required
BWA,BLZ,visa free
BWA,BEN,-1
BWA,BTN,e-visa
BWA,BOL,visa on arrival (90)
BWA,BIH,visa required
BWA,BWA,-1
BWA,BRA,-1
BWA,BRN,visa required
BWA,BGR,visa required
BWA,BFA,e-visa
BWA,BDI,visa on arrival (30)
BWA,KHM,visa on arrival (30)
BWA,CMR,e-visa
BWA,CAN,visa required
BWA,CPV,visa on arrival
BWA,CAF,visa required
BWA,TCD,visa required
BWA,CHL,visa required
BWA,CHN,visa required
BWA,COL,e-visa
BWA,COM,visa on arrival (45)
BWA,COG,visa required
BWA,COD,e-visa (90)
BWA,CRI,visa required
BWA,CIV,e-visa (90)
BWA,HRV,visa required
BWA,CUB,visa required (90)
BWA,CYP,visa required
BWA,CZE,visa required
BWA,DNK,visa required
BWA,DJI,visa on arrival (90)
BWA,DOM,visa free
BWA,ECU,-1
BWA,EGY,visa required
BWA,SLV,e-visa
BWA,GNQ,e-visa
BWA,ERI,visa required
BWA,EST,visa required
BWA,SWZ,-1
BWA,ETH,visa on arrival (90)
BWA,FJI,-1
BWA,FIN,visa required
BWA,FRA,visa required
BWA,GAB,e-visa (90)
BWA,GMB,-1
BWA,GEO,-1
BWA,DEU,visa required
BWA,GHA,-1
BWA,GRC,visa required
BWA,GRD,-1
BWA,GTM,visa required
BWA,GIN,e-visa (90)
BWA,GNB,visa on arrival (90)
BWA,GUY,-1
BWA,HND,visa required
BWA,HKG,-1
BWA,HUN,visa required
BWA,ISL,visa required
BWA,IND,e-visa (30)
BWA,IDN,e-visa
BWA,IRN,visa on arrival (30)
BWA,IRQ,visa required
BWA,IRL,-1
BWA,ISR,-1
BWA,ITA,visa required
BWA,JAM,visa free
BWA,JPN,visa required
BWA,JOR,visa required
BWA,KAZ,e-visa
BWA,KEN,e-visa (90)
BWA,KIR,-1
BWA,XKX,-1
BWA,KWT,visa required
BWA,KGZ,e-visa
BWA,LAO,visa on arrival (30)
BWA,LVA,visa required
BWA,LBN,visa required
BWA,LSO,visa free
BWA,LBR,visa required
BWA,LBY,e-visa
BWA,LIE,visa required
BWA,LTU,visa required
BWA,LUX,visa required
BWA,MAC,visa on arrival (30)
BWA,MDG,visa on arrival (90)
BWA,MWI,-1
BWA,MYS,-1
BWA,MDV,visa on arrival (30)
BWA,MLI,visa required
BWA,MLT,visa required
BWA,MHL,visa required
BWA,MRT,visa on arrival
BWA,MUS,-1
BWA,MEX,visa required
BWA,MDA,e-visa
BWA,MCO,visa required
BWA,MNG,e-visa
BWA,MNE,visa required
BWA,MAR,visa required
BWA,MOZ,visa free
BWA,MMR,visa required
BWA,NAM,-1
BWA,NRU,visa required
BWA,NPL,visa on arrival (150)
BWA,NLD,visa required
BWA,NZL,visa required
BWA,NIC,visa required
BWA,NER,visa required
BWA,NGA,visa on arrival
BWA,PRK,visa required
BWA,MKD,-1
BWA,NOR,visa required
BWA,OMN,e-visa
BWA,PAK,e-visa (30)
BWA,PLW,visa on arrival (30)
BWA,PSE,visa required
BWA,PAN,-1
BWA,PNG,e-visa (30)
BWA,PRY,visa required
BWA,PER,visa required
BWA,PHL,-1
BWA,POL,visa required
BWA,PRT,visa required
BWA,QAT,visa on arrival (30)
BWA,ROU,visa required
BWA,RUS,-1
BWA,RWA,-1
BWA,KNA,-1
BWA,LCA,-1
BWA,WSM,visa on arrival (90)
BWA,SMR,visa required
BWA,STP,e-visa
BWA,SAU,visa required
BWA,SEN,visa on arrival (30)
BWA,SRB,visa required
BWA,SLE,visa on arrival (30)
BWA,SGP,-1
BWA,SVK,visa required
BWA,SVN,visa required
BWA,SLB,visa required
BWA,SOM,visa required
BWA,ZAF,-1
BWA,KOR,e-visa (90)
BWA,SSD,e-visa
BWA,ESP,visa required
BWA,LKA,e-visa (30)
BWA,VCT,-1
BWA,SDN,visa required
BWA,SUR,visa required (90)
BWA,SWE,visa required
BWA,CHE,visa required
BWA,SYR,visa required
BWA,TWN,visa required
BWA,TJK,e-visa
BWA,TZA,-1
BWA,THA,visa required
BWA,TLS,visa on arrival (30)
BWA,TGO,visa on arrival (15)
BWA,TON,visa required
BWA,TTO,visa free
BWA,TUN,visa required
BWA,TKM,visa required
BWA,TUV,visa on arrival (30)
BWA,TUR,visa required
BWA,UGA,-1
BWA,UKR,visa required
BWA,ARE,visa required
BWA,GBR,-1
BWA,USA,visa required
BWA,URY,visa required
BWA,UZB,e-visa
BWA,VUT,-1
BWA,VAT,visa required
BWA,VEN,visa required
BWA,VNM,e-visa (90)
BWA,YEM,visa required
BWA,ZMB,-1
BWA,ZWE,-1
BWA,AFG,visa required
BWA,DMA,-1
BWA,HTI,-1
BWA,SYC,-1
BRA,ALB,-1
BRA,DZA,visa required
BRA,AND,-1
BRA,AGO,-1
BRA,ATG,-1
BRA,ARG,-1
BRA,ARM,-1
BRA,AUS,e-visa
BRA,AUT,-1
BRA,AZE,e-visa (30)
BRA,BHS,-1
BRA,BHR,visa on arrival (30)
BRA,BGD,visa required
BRA,BRB,-1
BRA,BLR,-1
BRA,BEL,-1
BRA,BLZ,-1
BRA,BEN,e-visa
BRA,BTN,e-visa
BRA,BOL,-1
BRA,BIH,-1
BRA,BWA,-1
BRA,BRA,-1
BRA,BRN,visa required
BRA,BGR,-1
BRA,BFA,visa on arrival (90)
BRA,BDI,visa on arrival (30)
BRA,KHM,visa on arrival (30)
BRA,CMR,e-visa
BRA,CAN,visa required
BRA,CPV,-1
BRA,CAF,visa required
BRA,TCD,visa required
BRA,CHL,-1
BRA,CHN,visa required
BRA,COL,-1
BRA,COM,visa on arrival (45)
BRA,COG,visa required
BRA,COD,e-visa (90)
BRA,CRI,-1
BRA,CIV,e-visa (90)
BRA,HRV,-1
BRA,CUB,visa required (90)
BRA,CYP,-1
BRA,CZE,-1
BRA,DNK,-1
BRA,DJI,visa on arrival (90)
BRA,DOM,visa free
BRA,ECU,-1
BRA,EGY,visa on arrival (30)
BRA,SLV,-1
BRA,GNQ,e-visa
BRA,ERI,visa required
